,id_user,user_name,created_at,followers,following,text,text_stemmed,text_lemmatized
0,1173312649137917953,Sports News & Bets,2019-09-15 19:08:29,28598,23932,"['hero', 'beat', 'win', 'cup']","['hero', 'beat', 'win', 'cup']","['hero', 'beat', 'win', 'cup']"
1,1173197821878644737,AdamSchefter,2019-09-15 11:32:12,7507957,3031,"['end', 'error', 'today', 'final', 'time', 'raiders', 'play', 'home', 'game', 'baseball', 'diamond', 'still', 'visible', 'field', 'coliseum', 'last', 'dual', 'sport', 'stadium']","['end', 'error', 'today', 'final', 'time', 'raider', 'play', 'home', 'game', 'basebal', 'diamond', 'still', 'visibl', 'field', 'coliseum', 'last', 'dual', 'sport', 'stadium']","['end', 'error', 'today', 'final', 'time', 'raider', 'play', 'home', 'game', 'baseball', 'diamond', 'still', 'visible', 'field', 'coliseum', 'last', 'dual', 'sport', 'stadium']"
2,1126804099083665408,standardsport,2019-05-10 11:00:06,35543,792,"['desperate', 'stop', 'arsenal', 'qualifying', 'champions', 'league']","['desper', 'stop', 'arsen', 'qualifi', 'champion', 'leagu']","['desperate', 'stop', 'arsenal', 'qualifying', 'champion', 'league']"
3,1173312633132474368,Footy Corner,2019-09-15 19:08:25,2181,782,"['arsenal', 'blew', 'two', 'goal', 'lead', 'despite', 'looking', 'comfortable', 'end', 'first', 'half']","['arsen', 'blew', 'two', 'goal', 'lead', 'despit', 'look', 'comfort', 'end', 'first', 'half']","['arsenal', 'blew', 'two', 'goal', 'lead', 'despite', 'looking', 'comfortable', 'end', 'first', 'half']"
4,1173312630783717382,steven,2019-09-15 19:08:24,0,0,"['another', 'day', 'sport']","['anoth', 'day', 'sport']","['another', 'day', 'sport']"
6,1173312622416060416,Jordan Rushworth,2019-09-15 19:08:22,342,803,"['really', 'conceding', 'title', 'five', 'matches', 'title', 'realistically', 'still', 'city', 'hands', 'win', 'however', 'unlikely', 'remaining', 'games']","['realli', 'conced', 'titl', 'five', 'match', 'titl', 'realist', 'still', 'citi', 'hand', 'win', 'howev', 'unlik', 'remain', 'game']","['really', 'conceding', 'title', 'five', 'match', 'title', 'realistically', 'still', 'city', 'hand', 'win', 'however', 'unlikely', 'remaining', 'game']"
7,1173073971358654466,KicksDeals,2019-09-15 03:20:04,402898,11640,"['new', 'balance', 'sport', 'sale', 'retail', 'ship', 'promotion', 'buy', 'gt']","['new', 'balanc', 'sport', 'sale', 'retail', 'ship', 'promot', 'buy', 'gt']","['new', 'balance', 'sport', 'sale', 'retail', 'ship', 'promotion', 'buy', 'gt']"
8,1173256640000380928,Kerry_Official,2019-09-15 15:25:55,61214,677,"['manager', 'peter', 'terribly', 'proud', 'lads']","['manag', 'peter', 'terribl', 'proud', 'lad']","['manager', 'peter', 'terribly', 'proud', 'lad']"
9,1173301376601985025,MirrorFootball,2019-09-15 18:23:41,557778,912,"['emery', 'explains', 'arsenal', 'lost', 'control', 'game']","['emeri', 'explain', 'arsen', 'lost', 'control', 'game']","['emery', 'explains', 'arsenal', 'lost', 'control', 'game']"
11,1173018063362494465,Rxhma9,2019-09-14 23:37:54,527,416,"['wearing', 'winter', 'make', 'sure', 'get', 'wet', 'bottom', 'extreme', 'sport']","['wear', 'winter', 'make', 'sure', 'get', 'wet', 'bottom', 'extrem', 'sport']","['wearing', 'winter', 'make', 'sure', 'get', 'wet', 'bottom', 'extreme', 'sport']"
12,1173312275811201024,ManUtdMEN,2019-09-15 19:07:00,248724,313,"['far', 'good']","['far', 'good']","['far', 'good']"
13,1173243548352819200,MSportLtd,2019-09-15 14:33:54,77675,596,"['great', 'drive', 'propelled', 'battle', 'fourth', 'place', 'championship', 'great', 'experience', 'gravel', 'debut', 'fiesta', 'read']","['great', 'drive', 'propel', 'battl', 'fourth', 'place', 'championship', 'great', 'experi', 'gravel', 'debut', 'fiesta', 'read']","['great', 'drive', 'propelled', 'battle', 'fourth', 'place', 'championship', 'great', 'experience', 'gravel', 'debut', 'fiesta', 'read']"
14,1173273969492922372,BBCSport,2019-09-15 16:34:47,8015185,315,"['wow', 'wow', 'wow', 'united', 'states', 'needed', 'half', 'point', 'retain', 'three', 'final', 'matches', 'regain', 'trophy', 'united', 'states', 'incredible']","['wow', 'wow', 'wow', 'unit', 'state', 'need', 'half', 'point', 'retain', 'three', 'final', 'match', 'regain', 'trophi', 'unit', 'state', 'incred']","['wow', 'wow', 'wow', 'united', 'state', 'needed', 'half', 'point', 'retain', 'three', 'final', 'match', 'regain', 'trophy', 'united', 'state', 'incredible']"
15,1173312001080254465,PorscheSauce,2019-09-15 19:05:54,13686,1552,"['ages', 'club', 'sport', 'low', 'miler', 'restoration', 'done', 'monster', 'asking', 'making', 'anymore', 'future', 'classic', 'looks', 'sauce', 'speed', 'yellow', 'cars', 'made']","['age', 'club', 'sport', 'low', 'miler', 'restor', 'done', 'monster', 'ask', 'make', 'anymor', 'futur', 'classic', 'look', 'sauc', 'speed', 'yellow', 'car', 'made']","['age', 'club', 'sport', 'low', 'miler', 'restoration', 'done', 'monster', 'asking', 'making', 'anymore', 'future', 'classic', 'look', 'sauce', 'speed', 'yellow', 'car', 'made']"
16,1173312578388451328,Atiq Bhagwan,2019-09-15 19:08:12,397,1112,"['sport', 'mention', 'st', 'champions', 'league']","['sport', 'mention', 'st', 'champion', 'leagu']","['sport', 'mention', 'st', 'champion', 'league']"
17,1171925591408308224,matthewgoode__,2019-09-11 23:16:48,75,60,['sport'],['sport'],['sport']
18,1173099229230829568,TheEchoOnline,2019-09-15 05:00:26,6992,3132,"['south', 'gymnasts', 'clean', 'stage']","['south', 'gymnast', 'clean', 'stage']","['south', 'gymnast', 'clean', 'stage']"
20,1173131866347573248,AbsoluteDice,2019-09-15 07:10:07,10694,10560,"['follow', 'amp', 'rt', 'win', 'one', 'three', 'absolute', 'dice', 'sport', 'games', 'winner', 'chosen', 'random', 'th', 'sept', 'worldwide', 'comp', 'sporty', 'fun', 'everyone', 'win', 'freebie', 'competition', 'prize', 'giveaway', 'sport']","['follow', 'amp', 'rt', 'win', 'one', 'three', 'absolut', 'dice', 'sport', 'game', 'winner', 'chosen', 'random', 'th', 'sept', 'worldwid', 'comp', 'sporti', 'fun', 'everyon', 'win', 'freebi', 'competit', 'prize', 'giveaway', 'sport']","['follow', 'amp', 'rt', 'win', 'one', 'three', 'absolute', 'dice', 'sport', 'game', 'winner', 'chosen', 'random', 'th', 'sept', 'worldwide', 'comp', 'sporty', 'fun', 'everyone', 'win', 'freebie', 'competition', 'prize', 'giveaway', 'sport']"
21,1173312547065384962,GOD,2019-09-15 19:08:04,474,415,"['better', 'sport', 'offer', 'even', 'joking']","['better', 'sport', 'offer', 'even', 'joke']","['better', 'sport', 'offer', 'even', 'joking']"
22,1173311202732191744,jonathanliew,2019-09-15 19:02:44,67879,657,"['best', 'series', 'since', 'result', 'england', 'wanted', 'finish', 'deserved', 'fifth', 'test', 'report']","['best', 'seri', 'sinc', 'result', 'england', 'want', 'finish', 'deserv', 'fifth', 'test', 'report']","['best', 'series', 'since', 'result', 'england', 'wanted', 'finish', 'deserved', 'fifth', 'test', 'report']"
23,1173312534465654785,Rosario Tijeras,2019-09-15 19:08:01,6705,827,"['figuring', 'saying', 'hi', 'person', 'knows', 'social', 'media', 'drunk', 'extreme', 'sport']","['figur', 'say', 'hi', 'person', 'know', 'social', 'media', 'drunk', 'extrem', 'sport']","['figuring', 'saying', 'hi', 'person', 'know', 'social', 'medium', 'drunk', 'extreme', 'sport']"
24,1173297930930991104,BBCSport,2019-09-15 18:10:00,8015185,315,"['make', 'amends', 'l', 'front', 'page', 'headline', 'take', 'win', 'fans']","['make', 'amend', 'l', 'front', 'page', 'headlin', 'take', 'win', 'fan']","['make', 'amends', 'l', 'front', 'page', 'headline', 'take', 'win', 'fan']"
25,1173312531097686017,Freelancer Dilip,2019-09-15 19:08:01,4,179,"['digital', 'marketer', 'bookmark', 'submission', 'business']","['digit', 'market', 'bookmark', 'submiss', 'busi']","['digital', 'marketer', 'bookmark', 'submission', 'business']"
26,1173312527477829632,Leeds United Live,2019-09-15 19:08:00,5310,329,"['important', 'thing', 'beautiful', 'match', 'feel', 'everybody', 'watched', 'match', 'enjoyed']","['import', 'thing', 'beauti', 'match', 'feel', 'everybodi', 'watch', 'match', 'enjoy']","['important', 'thing', 'beautiful', 'match', 'feel', 'everybody', 'watched', 'match', 'enjoyed']"
27,1173312527427653632,Jonathan Low,2019-09-15 19:08:00,7107,3050,"['thoughts', 'yesterday', 'display']","['thought', 'yesterday', 'display']","['thought', 'yesterday', 'display']"
28,1173284043061964801,GaryLineker,2019-09-15 17:14:49,7359736,1055,"['yes', 'win', 'final', 'test', 'match', 'well', 'played', 'thank', 'wonderfully', 'entertaining', 'summer', 'including', 'memorable', 'sporting', 'days', 'history', 'sport']","['ye', 'win', 'final', 'test', 'match', 'well', 'play', 'thank', 'wonder', 'entertain', 'summer', 'includ', 'memor', 'sport', 'day', 'histori', 'sport']","['yes', 'win', 'final', 'test', 'match', 'well', 'played', 'thank', 'wonderfully', 'entertaining', 'summer', 'including', 'memorable', 'sporting', 'day', 'history', 'sport']"
29,1173277798653399045,LivEchoLFC,2019-09-15 16:50:00,587515,551,"['wealth', 'options', 'disposal']","['wealth', 'option', 'dispos']","['wealth', 'option', 'disposal']"
30,1173312503008251905,Pooh Palooza,2019-09-15 19:07:54,10,29,"['know', 'everything', 'overcome', 'new', 'obstacle', 'put', 'path', 'like', 'overcome', 'obstacles', 'incredibly', 'angry', 'instead', 'grateful', 'alive', 'era', 'sport', 'everything', 'make', 'stumble']","['know', 'everyth', 'overcom', 'new', 'obstacl', 'put', 'path', 'like', 'overcom', 'obstacl', 'incred', 'angri', 'instead', 'grate', 'aliv', 'era', 'sport', 'everyth', 'make', 'stumbl']","['know', 'everything', 'overcome', 'new', 'obstacle', 'put', 'path', 'like', 'overcome', 'obstacle', 'incredibly', 'angry', 'instead', 'grateful', 'alive', 'era', 'sport', 'everything', 'make', 'stumble']"
31,1173311796477718528,FootyNewsMedia,2019-09-15 19:05:06,9897,10775,"['news', 'hands', 'huge', 'boost', 'returns', 'training', 'football']","['news', 'hand', 'huge', 'boost', 'return', 'train', 'footbal']","['news', 'hand', 'huge', 'boost', 'return', 'training', 'football']"
32,1173312497245478913,Leigh cobley,2019-09-15 19:07:53,103,120,"['biggest', 'genius', 'sport', 'along']","['biggest', 'geniu', 'sport', 'along']","['biggest', 'genius', 'sport', 'along']"
34,1173312488500187136,Frank Risco,2019-09-15 19:07:51,49,204,"['jerry', 'redeemed', 'beginning', 'look', 'racing', 'double', 'standards', 'individuals', 'miss', 'bobby', 'guys', 'would', 'make', 'sure', 'least', 'claim', 'foul', 'injustice', 'crap', 'happening', 'sport']","['jerri', 'redeem', 'begin', 'look', 'race', 'doubl', 'standard', 'individu', 'miss', 'bobbi', 'guy', 'would', 'make', 'sure', 'least', 'claim', 'foul', 'injustic', 'crap', 'happen', 'sport']","['jerry', 'redeemed', 'beginning', 'look', 'racing', 'double', 'standard', 'individual', 'miss', 'bobby', 'guy', 'would', 'make', 'sure', 'least', 'claim', 'foul', 'injustice', 'crap', 'happening', 'sport']"
36,1172982353133805576,Ffs_OMG,2019-09-14 21:16:00,351936,1239,"['new', 'sport']","['new', 'sport']","['new', 'sport']"
38,1173311964354875393,MFDMND,2019-09-15 19:05:46,1821,891,"['twitter', 'covering', 'live', 'sport', 'scores', 'genius']","['twitter', 'cover', 'live', 'sport', 'score', 'geniu']","['twitter', 'covering', 'live', 'sport', 'score', 'genius']"
39,1173312477506891776,Go Hawks Go Cougs!,2019-09-15 19:07:48,418,1637,"['new', 'winter', 'sport', 'full', 'contact', 'slalom']","['new', 'winter', 'sport', 'full', 'contact', 'slalom']","['new', 'winter', 'sport', 'full', 'contact', 'slalom']"
40,1173312470406111232,Kris,2019-09-15 19:07:46,210,1157,['sport'],['sport'],['sport']
42,1173230848205893634,Jayde9997,2019-09-15 13:43:26,90,155,"['want', 'wish', 'huge', 'happy', 'th', 'birthday', 'bros', 'wishing', 'guys', 'nothing', 'best', 'grow', 'old', 'together', 'thanks', 'introducing', 'wonderful', 'stressful', 'sport', 'soccer']","['want', 'wish', 'huge', 'happi', 'th', 'birthday', 'bro', 'wish', 'guy', 'noth', 'best', 'grow', 'old', 'togeth', 'thank', 'introduc', 'wonder', 'stress', 'sport', 'soccer']","['want', 'wish', 'huge', 'happy', 'th', 'birthday', 'bros', 'wishing', 'guy', 'nothing', 'best', 'grow', 'old', 'together', 'thanks', 'introducing', 'wonderful', 'stressful', 'sport', 'soccer']"
43,1173308380695412737,Mayo4Mz,2019-09-15 18:51:31,14302,13434,"['favorite', 'sport']","['favorit', 'sport']","['favorite', 'sport']"
45,1173312456330010626,Sports | Newton Prep,2019-09-15 19:07:43,201,382,"['first', 'run', 'challenges', 'year', 'complete', 'awesome', 'effort', 'lots', 'progress']","['first', 'run', 'challeng', 'year', 'complet', 'awesom', 'effort', 'lot', 'progress']","['first', 'run', 'challenge', 'year', 'complete', 'awesome', 'effort', 'lot', 'progress']"
46,1173307997260378112,ManCityMEN,2019-09-15 18:50:00,111067,341,"['man', 'city', 'fan', 'makes', 'ridiculous', 'claim', 'defeat']","['man', 'citi', 'fan', 'make', 'ridicul', 'claim', 'defeat']","['man', 'city', 'fan', 'make', 'ridiculous', 'claim', 'defeat']"
47,1173304083274489856,Matthew_Hodson,2019-09-15 18:34:27,13469,6056,"['although', 'terrible', 'forced', 'share', 'knowledge', 'status', 'world', 'benefit', 'discussion', 'information', 'shared', 'least', 'effective', 'treatment', 'means']","['although', 'terribl', 'forc', 'share', 'knowledg', 'statu', 'world', 'benefit', 'discuss', 'inform', 'share', 'least', 'effect', 'treatment', 'mean']","['although', 'terrible', 'forced', 'share', 'knowledge', 'status', 'world', 'benefit', 'discussion', 'information', 'shared', 'least', 'effective', 'treatment', 'mean']"
48,1173312444695011328,Freebigbets,2019-09-15 19:07:40,22783,16277,"['arsenal', 'midfielder', 'learned', 'true', 'meaning', 'proverb', 'fat', 'lady', 'sings', 'prematurely', 'gloated', 'fans', 'afternoon']","['arsen', 'midfield', 'learn', 'true', 'mean', 'proverb', 'fat', 'ladi', 'sing', 'prematur', 'gloat', 'fan', 'afternoon']","['arsenal', 'midfielder', 'learned', 'true', 'meaning', 'proverb', 'fat', 'lady', 'sings', 'prematurely', 'gloated', 'fan', 'afternoon']"
49,1173312442912444417,Jase,2019-09-15 19:07:40,1619,1277,"['full', 'piece']","['full', 'piec']","['full', 'piece']"
50,1173307286019870722,BBCHorseRacing,2019-09-15 18:47:10,514,91,"['rides', 'winner', 'return', 'saddle', 'search', 'song', 'wins', 'st', 'ledger', 'via']","['ride', 'winner', 'return', 'saddl', 'search', 'song', 'win', 'st', 'ledger', 'via']","['ride', 'winner', 'return', 'saddle', 'search', 'song', 'win', 'st', 'ledger', 'via']"
51,1173312435622748161,sniktaw enirehtac,2019-09-15 19:07:38,90,96,"['admire', 'women', 'understand', 'football', 'lost', 'girl', 'time', 'year', 'family', 'full', 'people', 'love', 'understand', 'sport', 'waiting', 'real', 'housewives', 'come']","['admir', 'women', 'understand', 'footbal', 'lost', 'girl', 'time', 'year', 'famili', 'full', 'peopl', 'love', 'understand', 'sport', 'wait', 'real', 'housew', 'come']","['admire', 'woman', 'understand', 'football', 'lost', 'girl', 'time', 'year', 'family', 'full', 'people', 'love', 'understand', 'sport', 'waiting', 'real', 'housewife', 'come']"
52,1173312430253981697,NENASWEETZ,2019-09-15 19:07:37,5,24,"['kind', 'blow', 'like', 'wk', 'know', 'expectations', 'every', 'angle', 'team', 'sport', 'game', 'dedicated', 'player', 'disciplined', 'football', 'team', 'especially', 'field', 'damn', 'flags']","['kind', 'blow', 'like', 'wk', 'know', 'expect', 'everi', 'angl', 'team', 'sport', 'game', 'dedic', 'player', 'disciplin', 'footbal', 'team', 'especi', 'field', 'damn', 'flag']","['kind', 'blow', 'like', 'wk', 'know', 'expectation', 'every', 'angle', 'team', 'sport', 'game', 'dedicated', 'player', 'disciplined', 'football', 'team', 'especially', 'field', 'damn', 'flag']"
53,1173312428370726912,daz medcalf,2019-09-15 19:07:36,22,239,"['boxing', 'brutal', 'sports', 'paddy', 'say', 'realist', 'fighting', 'sport', 'shows', 'helmet']","['box', 'brutal', 'sport', 'paddi', 'say', 'realist', 'fight', 'sport', 'show', 'helmet']","['boxing', 'brutal', 'sport', 'paddy', 'say', 'realist', 'fighting', 'sport', 'show', 'helmet']"
54,1173310516086935553,BBCSport,2019-09-15 19:00:00,8015185,315,"['admits', 'arsenal', 'scared', 'gunners', 'fans', 'scared', 'read']","['admit', 'arsen', 'scare', 'gunner', 'fan', 'scare', 'read']","['admits', 'arsenal', 'scared', 'gunner', 'fan', 'scared', 'read']"
55,1173312410742116354,T Finn-Kelcey,2019-09-15 19:07:32,352,189,"['quite', 'starting', 'xv', 'got', 'track', 'record', 'losing', 'game', 'pressure', 'talking', 'rooting', 'gotta', 'try', 'amp', 'keep', 'heads', 'cool', 'fellas']","['quit', 'start', 'xv', 'got', 'track', 'record', 'lose', 'game', 'pressur', 'talk', 'root', 'gotta', 'tri', 'amp', 'keep', 'head', 'cool', 'fella']","['quite', 'starting', 'xv', 'got', 'track', 'record', 'losing', 'game', 'pressure', 'talking', 'rooting', 'gotta', 'try', 'amp', 'keep', 'head', 'cool', 'fella']"
56,1173287025874821120,BBCBreaking,2019-09-15 17:26:40,40584438,3,"['england', 'win', 'final', 'test', 'oval', 'runs', 'draw', 'ashes', 'series', 'retain', 'urn']","['england', 'win', 'final', 'test', 'oval', 'run', 'draw', 'ash', 'seri', 'retain', 'urn']","['england', 'win', 'final', 'test', 'oval', 'run', 'draw', 'ash', 'series', 'retain', 'urn']"
58,1173131087133822976,minhtngo,2019-09-15 07:07:01,36073,14264,"['today', 'theme', 'inclusion', 'amp', 'participation', 'reminder', 'democracy', 'spectator', 'sport', 'participatory', 'rise', 'time']","['today', 'theme', 'inclus', 'amp', 'particip', 'remind', 'democraci', 'spectat', 'sport', 'participatori', 'rise', 'time']","['today', 'theme', 'inclusion', 'amp', 'participation', 'reminder', 'democracy', 'spectator', 'sport', 'participatory', 'rise', 'time']"
59,1173052407984480256,CoachKurtHines,2019-09-15 01:54:22,38627,4443,"['long', 'successful', 'career', 'coach', 'strong', 'willingness', 'listen', 'desire', 'learn', 'passion', 'empower', 'ability', 'connect', 'great', 'communication', 'skills', 'thick', 'skin', 'sense', 'humor', 'heart', 'balance', 'family', 'sport']","['long', 'success', 'career', 'coach', 'strong', 'willing', 'listen', 'desir', 'learn', 'passion', 'empow', 'abil', 'connect', 'great', 'commun', 'skill', 'thick', 'skin', 'sens', 'humor', 'heart', 'balanc', 'famili', 'sport']","['long', 'successful', 'career', 'coach', 'strong', 'willingness', 'listen', 'desire', 'learn', 'passion', 'empower', 'ability', 'connect', 'great', 'communication', 'skill', 'thick', 'skin', 'sense', 'humor', 'heart', 'balance', 'family', 'sport']"
60,1173312380664721408,Olasubomi Olotu,2019-09-15 19:07:25,11,104,"['guys', 'best', 'wish', 'guys', 'go', 'sport', 'well', 'company']","['guy', 'best', 'wish', 'guy', 'go', 'sport', 'well', 'compani']","['guy', 'best', 'wish', 'guy', 'go', 'sport', 'well', 'company']"
61,1173312375312834562,We Support Horse Racing,2019-09-15 19:07:24,107,155,"['full', 'force', 'honk', 'love', 'horse', 'racing', 'today', 'sure', 'show', 'support', 'fearless', 'fans', 'standing', 'sport', 'takes', 'village']","['full', 'forc', 'honk', 'love', 'hors', 'race', 'today', 'sure', 'show', 'support', 'fearless', 'fan', 'stand', 'sport', 'take', 'villag']","['full', 'force', 'honk', 'love', 'horse', 'racing', 'today', 'sure', 'show', 'support', 'fearless', 'fan', 'standing', 'sport', 'take', 'village']"
62,1173259666203336706,TV_WHITES,2019-09-15 15:37:57,1230,364,"['football', 'fans', 'left', 'bloodied', 'violence', 'vs']","['footbal', 'fan', 'left', 'bloodi', 'violenc', 'vs']","['football', 'fan', 'left', 'bloodied', 'violence', 'v']"
63,1173312372552998913,North Wales Pioneer,2019-09-15 19:07:23,9712,643,"['good', 'weekend', 'majority', 'sides', 'trophy', 'action']","['good', 'weekend', 'major', 'side', 'trophi', 'action']","['good', 'weekend', 'majority', 'side', 'trophy', 'action']"
65,1173295205958729728,BritishGT,2019-09-15 17:59:10,33381,1510,"['appeal', 'dismissed', 'graham', 'champions', 'fourth', 'title', 'five', 'years', 'martin', 'fourth', 'many', 'different', 'co', 'drivers', 'also', 'second', 'sport']","['appeal', 'dismiss', 'graham', 'champion', 'fourth', 'titl', 'five', 'year', 'martin', 'fourth', 'mani', 'differ', 'co', 'driver', 'also', 'second', 'sport']","['appeal', 'dismissed', 'graham', 'champion', 'fourth', 'title', 'five', 'year', 'martin', 'fourth', 'many', 'different', 'co', 'driver', 'also', 'second', 'sport']"
67,1171616863874363392,phumzileunwomen,2019-09-11 02:50:02,97647,1435,"['women', 'able', 'freely', 'equally', 'participate', 'communal', 'activities', 'society', 'including', 'sport', 'news', 'horrific', 'deeply', 'saddening', 'via']","['women', 'abl', 'freeli', 'equal', 'particip', 'commun', 'activ', 'societi', 'includ', 'sport', 'news', 'horrif', 'deepli', 'sadden', 'via']","['woman', 'able', 'freely', 'equally', 'participate', 'communal', 'activity', 'society', 'including', 'sport', 'news', 'horrific', 'deeply', 'saddening', 'via']"
68,1173312154000351232,e_lynx,2019-09-15 19:06:31,417,280,"['hey', 'go', 'performing', 'arts', 'category', 'twitch', 'feel', 'like', 'know', 'better', 'representation', 'sport', 'time', 'streaming', 'category', 'tier', 'subs', 'get', 'private', 'wonder', 'stigma']","['hey', 'go', 'perform', 'art', 'categori', 'twitch', 'feel', 'like', 'know', 'better', 'represent', 'sport', 'time', 'stream', 'categori', 'tier', 'sub', 'get', 'privat', 'wonder', 'stigma']","['hey', 'go', 'performing', 'art', 'category', 'twitch', 'feel', 'like', 'know', 'better', 'representation', 'sport', 'time', 'streaming', 'category', 'tier', 'sub', 'get', 'private', 'wonder', 'stigma']"
69,1173068996167569408,charts_k,2019-09-15 03:00:17,6021,276,"['yang', 'rising', 'star', 'athlete', 'says', 'someone', 'like', 'could', 'make', 'others', 'interested', 'get', 'track', 'amp', 'field', 'work', 'harder', 'sport', 'gets', 'attention', 'also', 'climb', 'top', 'meet']","['yang', 'rise', 'star', 'athlet', 'say', 'someon', 'like', 'could', 'make', 'other', 'interest', 'get', 'track', 'amp', 'field', 'work', 'harder', 'sport', 'get', 'attent', 'also', 'climb', 'top', 'meet']","['yang', 'rising', 'star', 'athlete', 'say', 'someone', 'like', 'could', 'make', 'others', 'interested', 'get', 'track', 'amp', 'field', 'work', 'harder', 'sport', 'get', 'attention', 'also', 'climb', 'top', 'meet']"
70,1173312346988527616,EME CARTEL ,2019-09-15 19:07:17,3482,6656,"['everyday', 'read', 'funny', 'facts', 'news', 'viral', 'trending', 'f', 'breaking', 'gaming', 'sport', 'crime', 'food']","['everyday', 'read', 'funni', 'fact', 'news', 'viral', 'trend', 'f', 'break', 'game', 'sport', 'crime', 'food']","['everyday', 'read', 'funny', 'fact', 'news', 'viral', 'trending', 'f', 'breaking', 'gaming', 'sport', 'crime', 'food']"
71,1173308083772301312,VeeAlmighty,2019-09-15 18:50:20,1302,1208,"['soccer', 'probably', 'watched', 'sport', 'everywhere', 'else', 'except', 'states']","['soccer', 'probabl', 'watch', 'sport', 'everywher', 'els', 'except', 'state']","['soccer', 'probably', 'watched', 'sport', 'everywhere', 'else', 'except', 'state']"
72,1173312340906975232,Alan Blake,2019-09-15 19:07:15,28,165,"['farewell', 'summer', 'sport', 'really', 'one', 'ages']","['farewel', 'summer', 'sport', 'realli', 'one', 'age']","['farewell', 'summer', 'sport', 'really', 'one', 'age']"
73,1173312338314706944,Douglas C Perera,2019-09-15 19:07:15,2340,3209,"['rose', 'barb', 'long', 'people', 'offending', 'people', 'offend', 'people', 'live', 'less', 'people', 'start', 'offending', 'people', 'sport', 'lose', 'support']","['rose', 'barb', 'long', 'peopl', 'offend', 'peopl', 'offend', 'peopl', 'live', 'less', 'peopl', 'start', 'offend', 'peopl', 'sport', 'lose', 'support']","['rose', 'barb', 'long', 'people', 'offending', 'people', 'offend', 'people', 'live', 'le', 'people', 'start', 'offending', 'people', 'sport', 'lose', 'support']"
74,1173270431773708288,asadfitness40,2019-09-15 16:20:43,6,104,"['first', 'athlete', 'qualify', 'tremendous', 'effort', 'disciplined', 'performance', 'many', 'come', 'good', 'times', 'sport']","['first', 'athlet', 'qualifi', 'tremend', 'effort', 'disciplin', 'perform', 'mani', 'come', 'good', 'time', 'sport']","['first', 'athlete', 'qualify', 'tremendous', 'effort', 'disciplined', 'performance', 'many', 'come', 'good', 'time', 'sport']"
75,1173277267415506944,RyanFordBoxing,2019-09-15 16:47:53,4443,340,"['back', 'grind', 'next', 'ready', 'fight', 'sport', 'boxing', 'corrupt', 'gonna', 'stop', 'love', 'amp', 'providing', 'family', 'boxing']","['back', 'grind', 'next', 'readi', 'fight', 'sport', 'box', 'corrupt', 'gonna', 'stop', 'love', 'amp', 'provid', 'famili', 'box']","['back', 'grind', 'next', 'ready', 'fight', 'sport', 'boxing', 'corrupt', 'gonna', 'stop', 'love', 'amp', 'providing', 'family', 'boxing']"
76,1173274514521808897,glasgowtigers,2019-09-15 16:36:57,21509,16871,"['love', 'sport', 'one', 'heats', 'season', 'last', 'night', 'pips', 'king', 'line', 'secure', 'racing', 'race']","['love', 'sport', 'one', 'heat', 'season', 'last', 'night', 'pip', 'king', 'line', 'secur', 'race', 'race']","['love', 'sport', 'one', 'heat', 'season', 'last', 'night', 'pip', 'king', 'line', 'secure', 'racing', 'race']"
77,1173312331901652992,Brendan Lock #75,2019-09-15 19:07:13,62,131,"['sport', 'lot', 'ability', 'coach', 'well', 'good', 'roster', 'get', 'play']","['sport', 'lot', 'abil', 'coach', 'well', 'good', 'roster', 'get', 'play']","['sport', 'lot', 'ability', 'coach', 'well', 'good', 'roster', 'get', 'play']"
78,1173312323555069952,James,2019-09-15 19:07:11,11,19,"['check', 'product', 'sport', 'polarized', 'glasses', 'cycling', 'bike', 'bicycle', 'riding', 'fishing', 'sunglasses', 'starting', 'show']","['check', 'product', 'sport', 'polar', 'glass', 'cycl', 'bike', 'bicycl', 'ride', 'fish', 'sunglass', 'start', 'show']","['check', 'product', 'sport', 'polarized', 'glass', 'cycling', 'bike', 'bicycle', 'riding', 'fishing', 'sunglass', 'starting', 'show']"
79,1173227093825642497,NicolaSturgeon,2019-09-15 13:28:31,996233,4683,"['feeling', 'one', 'time', 'tennis', 'heroes', 'gets', 'see', 'rubbish', 'sport', 'know', 'laughed', 'asked', 'ever', 'played']","['feel', 'one', 'time', 'tenni', 'hero', 'get', 'see', 'rubbish', 'sport', 'know', 'laugh', 'ask', 'ever', 'play']","['feeling', 'one', 'time', 'tennis', 'hero', 'get', 'see', 'rubbish', 'sport', 'know', 'laughed', 'asked', 'ever', 'played']"
81,1173312322741272576,S. Jackson,2019-09-15 19:07:11,331,457,"['nope', 'scumbag', 'franchise', 'slowly', 'killed', 'love', 'sport']","['nope', 'scumbag', 'franchis', 'slowli', 'kill', 'love', 'sport']","['nope', 'scumbag', 'franchise', 'slowly', 'killed', 'love', 'sport']"
82,1173308261858250753,ccoleman61,2019-09-15 18:51:03,146,102,"['mark', 'tells', 'allegation', 'untrue', 'difficult', 'week', 'caretaker', 'boss']","['mark', 'tell', 'alleg', 'untru', 'difficult', 'week', 'caretak', 'boss']","['mark', 'tell', 'allegation', 'untrue', 'difficult', 'week', 'caretaker', 'bos']"
