,id_user,user_name,created_at,followers,following,text,text_stemmed,text_lemmatized
931,1173308430150488064,Sheikh Amin,2019-09-15 18:51:43,156,386,"['congratulations', 'teams', 'news', 'ashes', 'england', 'level', 'series', 'beating', 'final', 'test']","['congratul', 'team', 'news', 'ash', 'england', 'level', 'seri', 'beat', 'final', 'test']","['congratulation', 'team', 'news', 'ash', 'england', 'level', 'series', 'beating', 'final', 'test']"
932,1173308428481175552,Madam Engineer ,2019-09-15 18:51:43,930,969,"['promise', 'dating', 'extreme', 'sport', 'bf', 'says', 'spend', 'time', 'wine', 'refusing', 'take', 'glass', 'kitchen', 'way', 'drink', 'liquor', 'bit', 'judgmental']","['promis', 'date', 'extrem', 'sport', 'bf', 'say', 'spend', 'time', 'wine', 'refus', 'take', 'glass', 'kitchen', 'way', 'drink', 'liquor', 'bit', 'judgment']","['promise', 'dating', 'extreme', 'sport', 'bf', 'say', 'spend', 'time', 'wine', 'refusing', 'take', 'glass', 'kitchen', 'way', 'drink', 'liquor', 'bit', 'judgmental']"
934,1173308336068091904,LewisWiltshire,2019-09-15 18:51:20,24224,2062,"['last', 'week', 'defense', 'week', 'offense', 'man', 'sport', 'fun', 'team', 'good', 'especially', 'bad', 'long']","['last', 'week', 'defens', 'week', 'offens', 'man', 'sport', 'fun', 'team', 'good', 'especi', 'bad', 'long']","['last', 'week', 'defense', 'week', 'offense', 'man', 'sport', 'fun', 'team', 'good', 'especially', 'bad', 'long']"
936,1173308415684292609,JMac,2019-09-15 18:51:39,125,777,"['small', 'sample', 'size', 'hes', 'career', 'hitter', 'approaching', 'hits', 'men', 'ever', 'play', 'sport', 'hes', 'top', 'time', 'doubles']","['small', 'sampl', 'size', 'he', 'career', 'hitter', 'approach', 'hit', 'men', 'ever', 'play', 'sport', 'he', 'top', 'time', 'doubl']","['small', 'sample', 'size', 'he', 'career', 'hitter', 'approaching', 'hit', 'men', 'ever', 'play', 'sport', 'he', 'top', 'time', 'double']"
938,1173308410038816769,s. ||,2019-09-15 18:51:38,1366,1282,"['cub', 'sport', 'got', 'wishing', 'someone', 'could', 'sing', 'songs']","['cub', 'sport', 'got', 'wish', 'someon', 'could', 'sing', 'song']","['cub', 'sport', 'got', 'wishing', 'someone', 'could', 'sing', 'song']"
939,1173247981694410752,AndyRenfree,2019-09-15 14:51:31,653,12,"['month', 'registrations', 'close', 'miss', 'place']","['month', 'registr', 'close', 'miss', 'place']","['month', 'registration', 'close', 'miss', 'place']"
940,1173308402245808128,Carlos,2019-09-15 18:51:36,282,555,"['care', 'less', 'pointing', 'talk', 'sport', 'get', 'idiots', 'spout', 'nonsense', 'get', 'response', 'really', 'never', 'gonna', 'play', 'emery', 'gonna', 'get', 'sacked', 'games']","['care', 'less', 'point', 'talk', 'sport', 'get', 'idiot', 'spout', 'nonsens', 'get', 'respons', 'realli', 'never', 'gonna', 'play', 'emeri', 'gonna', 'get', 'sack', 'game']","['care', 'le', 'pointing', 'talk', 'sport', 'get', 'idiot', 'spout', 'nonsense', 'get', 'response', 'really', 'never', 'gonna', 'play', 'emery', 'gonna', 'get', 'sacked', 'game']"
941,1173308399330713600,Tennessee Jack,2019-09-15 18:51:36,153,505,"['play', 'different', 'sport']","['play', 'differ', 'sport']","['play', 'different', 'sport']"
942,1173308396080160768,Express Sport,2019-09-15 18:51:35,54213,421,"['scared', 'explained', 'arsenal', 'capitulated']","['scare', 'explain', 'arsen', 'capitul']","['scared', 'explained', 'arsenal', 'capitulated']"
943,1173308386731077632,Jimmy Scott,2019-09-15 18:51:33,319,51,"['guy', 'dipstick', 'fancy', 'giving', 'colossus', 'sport', 'minutes', 'final', 'lost', 'final', 'would', 'lot', 'answer', 'dipstick', 'trigger', 'happy', 'even', 'gave', 'winded', 'set', 'punishing', 'rally', 'jerk']","['guy', 'dipstick', 'fanci', 'give', 'colossu', 'sport', 'minut', 'final', 'lost', 'final', 'would', 'lot', 'answer', 'dipstick', 'trigger', 'happi', 'even', 'gave', 'wind', 'set', 'punish', 'ralli', 'jerk']","['guy', 'dipstick', 'fancy', 'giving', 'colossus', 'sport', 'minute', 'final', 'lost', 'final', 'would', 'lot', 'answer', 'dipstick', 'trigger', 'happy', 'even', 'gave', 'winded', 'set', 'punishing', 'rally', 'jerk']"
946,1173308373418164224,Jacob Stanley,2019-09-15 18:51:29,652,659,"['starting', 'professional', 'league', 'doping', 'legal', 'sport', 'would', 'pick']","['start', 'profession', 'leagu', 'dope', 'legal', 'sport', 'would', 'pick']","['starting', 'professional', 'league', 'doping', 'legal', 'sport', 'would', 'pick']"
948,1173308305743200256,COOLLANEHERO,2019-09-15 18:51:13,1756,1911,"['biggest', 'sport', 'world']","['biggest', 'sport', 'world']","['biggest', 'sport', 'world']"
950,1173308253188571137,RascalFKennedy,2019-09-15 18:51:01,4222,1624,"['people', 'really', 'fail', 'realize', 'soccer', 'popular', 'sport', 'world']","['peopl', 'realli', 'fail', 'realiz', 'soccer', 'popular', 'sport', 'world']","['people', 'really', 'fail', 'realize', 'soccer', 'popular', 'sport', 'world']"
953,1173305093300658177,CaoimhinReilly,2019-09-15 18:38:27,1503,1227,"['champion', 'winning', 'winning', 'great', 'bunch', 'girls', 'means', 'ever']","['champion', 'win', 'win', 'great', 'bunch', 'girl', 'mean', 'ever']","['champion', 'winning', 'winning', 'great', 'bunch', 'girl', 'mean', 'ever']"
954,1173308317231452161,Specials This Week,2019-09-15 18:51:16,4,0,"['ah', 'hot', 'sterling', 'silver', 'bracelet', 'sterling', 'silver', 'fashion', 'jewelry', 'hanging', 'grapes', 'fashion', 'sport', 'tech', 'lifestyle']","['ah', 'hot', 'sterl', 'silver', 'bracelet', 'sterl', 'silver', 'fashion', 'jewelri', 'hang', 'grape', 'fashion', 'sport', 'tech', 'lifestyl']","['ah', 'hot', 'sterling', 'silver', 'bracelet', 'sterling', 'silver', 'fashion', 'jewelry', 'hanging', 'grape', 'fashion', 'sport', 'tech', 'lifestyle']"
955,1173308315448819713,Mattias {Muh-Tay-Iss},2019-09-15 18:51:16,123,186,"['best', 'player', 'award', 'whole', 'sport', 'basketball', 'would', 'give']","['best', 'player', 'award', 'whole', 'sport', 'basketbal', 'would', 'give']","['best', 'player', 'award', 'whole', 'sport', 'basketball', 'would', 'give']"
957,1173300614870241280,GymCastic,2019-09-15 18:20:40,19377,1308,"['gymnast', 'shares', 'gold', 'medalist', 'japan', 'tilt', 'teen', 'standout', 'ties', 'seven', 'time', 'medalist', 'floor', 'exercise', 'japan', 'senior', 'championships']","['gymnast', 'share', 'gold', 'medalist', 'japan', 'tilt', 'teen', 'standout', 'tie', 'seven', 'time', 'medalist', 'floor', 'exercis', 'japan', 'senior', 'championship']","['gymnast', 'share', 'gold', 'medalist', 'japan', 'tilt', 'teen', 'standout', 'tie', 'seven', 'time', 'medalist', 'floor', 'exercise', 'japan', 'senior', 'championship']"
959,1173308305936191488,Alex Tyrer Graham,2019-09-15 18:51:13,2026,1799,"['closest', 'sport', 'business', 'achieves', 'success']","['closest', 'sport', 'busi', 'achiev', 'success']","['closest', 'sport', 'business', 'achieves', 'success']"
961,1173308304145231872,Ronbut911,2019-09-15 18:51:13,2628,3568,"['awesome', 'sport', 'awesome', 'sponsors']","['awesom', 'sport', 'awesom', 'sponsor']","['awesome', 'sport', 'awesome', 'sponsor']"
962,1173308302501056512,Acacia Renewables,2019-09-15 18:51:12,995,1334,"['youth', 'future', 'investing', 'yields', 'greatest', 'returns', 'sport', 'validated', 'international', 'community', 'tool', 'economic', 'development', 'catalyst', 'social', 'inclusion', 'reconciliation', 'peace', 'building']","['youth', 'futur', 'invest', 'yield', 'greatest', 'return', 'sport', 'valid', 'intern', 'commun', 'tool', 'econom', 'develop', 'catalyst', 'social', 'inclus', 'reconcili', 'peac', 'build']","['youth', 'future', 'investing', 'yield', 'greatest', 'return', 'sport', 'validated', 'international', 'community', 'tool', 'economic', 'development', 'catalyst', 'social', 'inclusion', 'reconciliation', 'peace', 'building']"
963,1173308296930963456,Gloria Brame,2019-09-15 18:51:11,7495,1135,"['issued', 'teen', 'swimmers', 'standard', 'bathing', 'suit', 'kicked', 'one', 'kid', 'team', 'looked', 'sexier', 'standard', 'issue', 'teammates', 'sexism']","['issu', 'teen', 'swimmer', 'standard', 'bath', 'suit', 'kick', 'one', 'kid', 'team', 'look', 'sexier', 'standard', 'issu', 'teammat', 'sexism']","['issued', 'teen', 'swimmer', 'standard', 'bathing', 'suit', 'kicked', 'one', 'kid', 'team', 'looked', 'sexier', 'standard', 'issue', 'teammate', 'sexism']"
967,1173308275342893057,Sports J Photography,2019-09-15 18:51:06,34,148,"['logician', 'wins', 'st', 'john', 'winning', 'emotion', 'great', 'sport']","['logician', 'win', 'st', 'john', 'win', 'emot', 'great', 'sport']","['logician', 'win', 'st', 'john', 'winning', 'emotion', 'great', 'sport']"
969,1173208584756371457,savignysoping,2019-09-15 12:14:58,47,143,"['news', 'sport', 'club', 'ping', 'news']","['news', 'sport', 'club', 'ping', 'news']","['news', 'sport', 'club', 'ping', 'news']"
972,1173295532531441665,MailSport,2019-09-15 18:00:28,381661,905,"['attempt', 'trolling', 'fans', 'backfires', 'massively']","['attempt', 'troll', 'fan', 'backfir', 'massiv']","['attempt', 'trolling', 'fan', 'backfire', 'massively']"
973,1173308248927154176,Sportv.Live,2019-09-15 18:51:00,89,134,"['live', 'stream', 'athletics', 'rangers', 'pm', 'baseball', 'stream', 'sport', 'live', 'athletics', 'rangers']","['live', 'stream', 'athlet', 'ranger', 'pm', 'basebal', 'stream', 'sport', 'live', 'athlet', 'ranger']","['live', 'stream', 'athletics', 'ranger', 'pm', 'baseball', 'stream', 'sport', 'live', 'athletics', 'ranger']"
974,1173308248855703552,Sunderland Echo SAFC,2019-09-15 18:51:00,10476,476,"['listened', 'new', 'yet', 'search', 'roar', 'echo']","['listen', 'new', 'yet', 'search', 'roar', 'echo']","['listened', 'new', 'yet', 'search', 'roar', 'echo']"
975,1173308240618250246,Darren Bagnall,2019-09-15 18:50:58,292,688,"['feeling', 'bit', 'flat', 'thinking', 'years', 'sport', 'quickly', 'next', 'week', 'followed', 'fir', 'following', 'six', 'weeks']","['feel', 'bit', 'flat', 'think', 'year', 'sport', 'quickli', 'next', 'week', 'follow', 'fir', 'follow', 'six', 'week']","['feeling', 'bit', 'flat', 'thinking', 'year', 'sport', 'quickly', 'next', 'week', 'followed', 'fir', 'following', 'six', 'week']"
976,1173308032169775106,gogogadget_gb,2019-09-15 18:50:08,723,2628,"['absurd', 'cannot', 'call', 'penalty', 'dead', 'play', 'quit', 'job', 'hate', 'please', 'stop', 'destroying', 'favorite', 'sport']","['absurd', 'cannot', 'call', 'penalti', 'dead', 'play', 'quit', 'job', 'hate', 'pleas', 'stop', 'destroy', 'favorit', 'sport']","['absurd', 'cannot', 'call', 'penalty', 'dead', 'play', 'quit', 'job', 'hate', 'please', 'stop', 'destroying', 'favorite', 'sport']"
977,1173308231705341954,Mitten d'Amour,2019-09-15 18:50:56,14025,392,"['weird', 'baffling', 'sport', 'id', 'love', 'ask', 'psychology', 'cultural', 'merits', 'behind']","['weird', 'baffl', 'sport', 'id', 'love', 'ask', 'psycholog', 'cultur', 'merit', 'behind']","['weird', 'baffling', 'sport', 'id', 'love', 'ask', 'psychology', 'cultural', 'merit', 'behind']"
979,1167435022208364544,will_hooley,2019-08-30 13:52:53,3523,517,"['incredible', 'summer', 'chance', 'share', 'thoughts', 'experiences', 'sport', 'bit', 'reading', 'interested', 'could', 'come']","['incred', 'summer', 'chanc', 'share', 'thought', 'experi', 'sport', 'bit', 'read', 'interest', 'could', 'come']","['incredible', 'summer', 'chance', 'share', 'thought', 'experience', 'sport', 'bit', 'reading', 'interested', 'could', 'come']"
980,1173300948191653889,sport_leisure,2019-09-15 18:21:59,4170,1746,"['finalists', 'years', 'sport', 'sport', 'awards', 'club', 'year', 'award', 'sponsored', 'congrats', 'winner', 'announced', 'th']","['finalist', 'year', 'sport', 'sport', 'award', 'club', 'year', 'award', 'sponsor', 'congrat', 'winner', 'announc', 'th']","['finalist', 'year', 'sport', 'sport', 'award', 'club', 'year', 'award', 'sponsored', 'congrats', 'winner', 'announced', 'th']"
981,1173183709715079169,BarcaTimes,2019-09-15 10:36:07,75550,88,"['sport', 'breached', 'television', 'regulations', 'camp', 'league', 'sanction', 'complying', 'stipulated', 'rules', 'regarding', 'television', 'player', 'team', 'appeared', 'press', 'camp']","['sport', 'breach', 'televis', 'regul', 'camp', 'leagu', 'sanction', 'compli', 'stipul', 'rule', 'regard', 'televis', 'player', 'team', 'appear', 'press', 'camp']","['sport', 'breached', 'television', 'regulation', 'camp', 'league', 'sanction', 'complying', 'stipulated', 'rule', 'regarding', 'television', 'player', 'team', 'appeared', 'press', 'camp']"
983,1173308197039460353,VG Sporten,2019-09-15 18:50:47,20665,31,"['champions', 'league']","['champion', 'leagu']","['champion', 'league']"
984,1173275204753211393,AberdareGirlsFC,2019-09-15 16:39:41,286,252,"['good', 'win', 'great', 'team', 'strong', 'st', 'half', 'us', 'strong', 'half', 'well', 'done', 'stand', 'keepers', 'amp', 'hat', 'trick', 'st', 'goal', 'phoebe', 'sport']","['good', 'win', 'great', 'team', 'strong', 'st', 'half', 'us', 'strong', 'half', 'well', 'done', 'stand', 'keeper', 'amp', 'hat', 'trick', 'st', 'goal', 'phoeb', 'sport']","['good', 'win', 'great', 'team', 'strong', 'st', 'half', 'u', 'strong', 'half', 'well', 'done', 'stand', 'keeper', 'amp', 'hat', 'trick', 'st', 'goal', 'phoebe', 'sport']"
985,1173308191985283072,FC Barcelona Fl,2019-09-15 18:50:46,142475,52,"['allowed', 'goals', 'games', 'season', 'per', 'game', 'last', 'time', 'kept', 'clean', 'sheet', 'official', 'game', 'may', 'th', 'th', 'game', 'yesterday', 'sport']","['allow', 'goal', 'game', 'season', 'per', 'game', 'last', 'time', 'kept', 'clean', 'sheet', 'offici', 'game', 'may', 'th', 'th', 'game', 'yesterday', 'sport']","['allowed', 'goal', 'game', 'season', 'per', 'game', 'last', 'time', 'kept', 'clean', 'sheet', 'official', 'game', 'may', 'th', 'th', 'game', 'yesterday', 'sport']"
987,1173308183068233728,Joaquim ,2019-09-15 18:50:44,447,1070,['sport'],['sport'],['sport']
990,1173308179092037632,David Schofield,2019-09-15 18:50:43,566,883,"['tells', 'wish', 'played', 'watching', 'demolition', 'crystal', 'palace', 'sun']","['tell', 'wish', 'play', 'watch', 'demolit', 'crystal', 'palac', 'sun']","['tell', 'wish', 'played', 'watching', 'demolition', 'crystal', 'palace', 'sun']"
991,1173308178764828674,TV Tonight Australia,2019-09-15 18:50:43,17563,0,"['sport', 'strong']","['sport', 'strong']","['sport', 'strong']"
992,1173308169650655233,Ayleen,2019-09-15 18:50:41,52,56,"['sport', 'rugby', 'part', 'rugby', 'team', 'think', 'well', 'better', 'team', 'prior', 'learn', 'play']","['sport', 'rugbi', 'part', 'rugbi', 'team', 'think', 'well', 'better', 'team', 'prior', 'learn', 'play']","['sport', 'rugby', 'part', 'rugby', 'team', 'think', 'well', 'better', 'team', 'prior', 'learn', 'play']"
993,1173308167368912896,WIG SNATCHING EFRON ,2019-09-15 18:50:40,217,222,"['cricket', 'second', 'boring', 'sport', 'mother', 'sweating']","['cricket', 'second', 'bore', 'sport', 'mother', 'sweat']","['cricket', 'second', 'boring', 'sport', 'mother', 'sweating']"
994,1173308161186586625,Welsh Gymnastics,2019-09-15 18:50:39,4859,995,"['congratulations', 'making', 'final', 'sport', 'sport', 'awards']","['congratul', 'make', 'final', 'sport', 'sport', 'award']","['congratulation', 'making', 'final', 'sport', 'sport', 'award']"
996,1173308151304732673,North Wales Pioneer,2019-09-15 18:50:36,9712,643,"['great', 'news', 'rugby', 'fans', 'region']","['great', 'news', 'rugbi', 'fan', 'region']","['great', 'news', 'rugby', 'fan', 'region']"
1000,1173307398813028352,RealLife_J_LO,2019-09-15 18:47:37,2189,921,"['first', 'place', 'earnings', 'example', 'finished', 'second', 'last', 'week', 'consider', 'racing', 'sport', 'would', 'consider', 'driver', 'athlete', 'jimmy', 'greatest', 'athlete', 'come', 'county', 'realize', 'big', 'dirt', 'track', 'racing', 'areas']","['first', 'place', 'earn', 'exampl', 'finish', 'second', 'last', 'week', 'consid', 'race', 'sport', 'would', 'consid', 'driver', 'athlet', 'jimmi', 'greatest', 'athlet', 'come', 'counti', 'realiz', 'big', 'dirt', 'track', 'race', 'area']","['first', 'place', 'earnings', 'example', 'finished', 'second', 'last', 'week', 'consider', 'racing', 'sport', 'would', 'consider', 'driver', 'athlete', 'jimmy', 'greatest', 'athlete', 'come', 'county', 'realize', 'big', 'dirt', 'track', 'racing', 'area']"
1001,1173308137157345282,Barbara Edwards,2019-09-15 18:50:33,32,98,"['brown', 'thread', 'basketball', 'tightest', 'defense', 'awesome', 'arm', 'sport', 'cant', 'wait', 'watch', 'amp', 'senior', 'season']","['brown', 'thread', 'basketbal', 'tightest', 'defens', 'awesom', 'arm', 'sport', 'cant', 'wait', 'watch', 'amp', 'senior', 'season']","['brown', 'thread', 'basketball', 'tightest', 'defense', 'awesome', 'arm', 'sport', 'cant', 'wait', 'watch', 'amp', 'senior', 'season']"
1002,1173308136951693313,Simon K,2019-09-15 18:50:33,236,747,"['cup', 'win', 'final', 'putt']","['cup', 'win', 'final', 'putt']","['cup', 'win', 'final', 'putt']"
1003,1173308136763154432,Alex Ashlock,2019-09-15 18:50:33,1927,719,"['one', 'covers', 'sport', 'like']","['one', 'cover', 'sport', 'like']","['one', 'cover', 'sport', 'like']"
1005,1173308128638754817,Jonathan Wilson,2019-09-15 18:50:31,58,81,"['sport', 'point']","['sport', 'point']","['sport', 'point']"
1008,1173308109265063938,Tarkeen,2019-09-15 18:50:26,143,165,"['thought', 'soccer', 'sport', 'people', 'fake']","['thought', 'soccer', 'sport', 'peopl', 'fake']","['thought', 'soccer', 'sport', 'people', 'fake']"
1010,1173308103959486464,Guy Mowbray,2019-09-15 18:50:25,69665,749,"['makes', 'little', 'sad', 'two', 'biggest', 'heroes', 'sport']","['make', 'littl', 'sad', 'two', 'biggest', 'hero', 'sport']","['make', 'little', 'sad', 'two', 'biggest', 'hero', 'sport']"
1011,1173308102814437380,Liam Young,2019-09-15 18:50:25,310,174,"['need', 'make', 'better', 'sport', 'team', 'choices', 'lions', 'brutal']","['need', 'make', 'better', 'sport', 'team', 'choic', 'lion', 'brutal']","['need', 'make', 'better', 'sport', 'team', 'choice', 'lion', 'brutal']"
1012,1173280366234415104,Independent_ie,2019-09-15 17:00:12,511113,199,"['watch', 'back', 'baby', 'comedian', 'josh', 'pray', 'reacts', 'final', 'replay']","['watch', 'back', 'babi', 'comedian', 'josh', 'pray', 'react', 'final', 'replay']","['watch', 'back', 'baby', 'comedian', 'josh', 'pray', 'reacts', 'final', 'replay']"
1013,1173040411188719616,Spokes_Murphy,2019-09-15 01:06:42,1906,1105,"['asked', 'question', 'part', 'win', 'would', 'put', 'back', 'sport', 'national', 'conversation', 'interrupted', 'question', 'ever', 'leave']","['ask', 'question', 'part', 'win', 'would', 'put', 'back', 'sport', 'nation', 'convers', 'interrupt', 'question', 'ever', 'leav']","['asked', 'question', 'part', 'win', 'would', 'put', 'back', 'sport', 'national', 'conversation', 'interrupted', 'question', 'ever', 'leave']"
1014,1173308090822942722,Risk Taker ,2019-09-15 18:50:22,671,512,"['amp', 'turned', 'murdering', 'sport', 'main', 'objective', 'cut', 'life', 'short']","['amp', 'turn', 'murder', 'sport', 'main', 'object', 'cut', 'life', 'short']","['amp', 'turned', 'murdering', 'sport', 'main', 'objective', 'cut', 'life', 'short']"
1015,1173308088285356039,ian herbert,2019-09-15 18:50:21,76582,1127,"['compelling', 'thought', 'provoking', 'interview', 'united', 'manager', 'colleague', 'pulls', 'punches']","['compel', 'thought', 'provok', 'interview', 'unit', 'manag', 'colleagu', 'pull', 'punch']","['compelling', 'thought', 'provoking', 'interview', 'united', 'manager', 'colleague', 'pull', 'punch']"
1018,1173308081540927488,FWP Kilmarnock,2019-09-15 18:50:20,175,16,"['news', 'highlights', 'via', 'sport']","['news', 'highlight', 'via', 'sport']","['news', 'highlight', 'via', 'sport']"
1020,1173308070493085696,Erick,2019-09-15 18:50:17,708,524,"['best', 'sport', 'ever']","['best', 'sport', 'ever']","['best', 'sport', 'ever']"
1022,1173308068811214848,Paul,2019-09-15 18:50:17,120,428,"['really', 'give', 'one', 'sport', 'give', 'away', 'end', 'turners', 'cross', 'anyway', 'oh', 'traitor']","['realli', 'give', 'one', 'sport', 'give', 'away', 'end', 'turner', 'cross', 'anyway', 'oh', 'traitor']","['really', 'give', 'one', 'sport', 'give', 'away', 'end', 'turner', 'cross', 'anyway', 'oh', 'traitor']"
1023,1173282579790716928,liveleedsunited,2019-09-15 17:09:00,5310,329,"['every', 'word', 'post', 'match', 'press', 'conference', 'move', 'back', 'top', 'table']","['everi', 'word', 'post', 'match', 'press', 'confer', 'move', 'back', 'top', 'tabl']","['every', 'word', 'post', 'match', 'press', 'conference', 'move', 'back', 'top', 'table']"
1024,1173308066063945729,Scottish Disability Sport,2019-09-15 18:50:16,4055,800,"['fifth', 'place', 'th', 'final', 'rest', 'back', 'pool', 'pm', 'relay', 'event']","['fifth', 'place', 'th', 'final', 'rest', 'back', 'pool', 'pm', 'relay', 'event']","['fifth', 'place', 'th', 'final', 'rest', 'back', 'pool', 'pm', 'relay', 'event']"
1025,1173308064927272961,Erik,2019-09-15 18:50:16,303,747,"['either', 'ill', 'happily', 'continue', 'fan', 'cards', 'bulls', 'cowboys', 'cowboys', 'due', 'make', 'another', 'super', 'bowl', 'point', 'happen', 'right', 'one', 'team', 'per', 'sport', 'enough']","['either', 'ill', 'happili', 'continu', 'fan', 'card', 'bull', 'cowboy', 'cowboy', 'due', 'make', 'anoth', 'super', 'bowl', 'point', 'happen', 'right', 'one', 'team', 'per', 'sport', 'enough']","['either', 'ill', 'happily', 'continue', 'fan', 'card', 'bull', 'cowboy', 'cowboy', 'due', 'make', 'another', 'super', 'bowl', 'point', 'happen', 'right', 'one', 'team', 'per', 'sport', 'enough']"
1026,1173308062142103552,jhuty kem,2019-09-15 18:50:15,14,123,"['hey', 'sport', 'reporter', 'friends', 'maybe', 'secret', 'information', 'sun', 'team', 'lion', 'possibility', 'win', 'going', 'take', 'new', 'knowledge', 'old', 'knowledge', 'past', 'working']","['hey', 'sport', 'report', 'friend', 'mayb', 'secret', 'inform', 'sun', 'team', 'lion', 'possibl', 'win', 'go', 'take', 'new', 'knowledg', 'old', 'knowledg', 'past', 'work']","['hey', 'sport', 'reporter', 'friend', 'maybe', 'secret', 'information', 'sun', 'team', 'lion', 'possibility', 'win', 'going', 'take', 'new', 'knowledge', 'old', 'knowledge', 'past', 'working']"
1027,1173308060716150787,Caerphilly Tennis Club #CTC,2019-09-15 18:50:15,821,402,"['proud', 'delighted', 'shortlisted', 'leisure', 'club', 'year', 'award', 'congratulations', 'finalists', 'look', 'forward', 'celebrating', 'awards', 'evening']","['proud', 'delight', 'shortlist', 'leisur', 'club', 'year', 'award', 'congratul', 'finalist', 'look', 'forward', 'celebr', 'award', 'even']","['proud', 'delighted', 'shortlisted', 'leisure', 'club', 'year', 'award', 'congratulation', 'finalist', 'look', 'forward', 'celebrating', 'award', 'evening']"
1029,1173308049332867072,azela rivera,2019-09-15 18:50:12,624,590,"['e', 'good', 'think', 'sport']","['e', 'good', 'think', 'sport']","['e', 'good', 'think', 'sport']"
1030,1173308049009926145,emma,2019-09-15 18:50:12,820,1341,"['sport', 'best', 'drink', 'ever', 'hungover']","['sport', 'best', 'drink', 'ever', 'hungov']","['sport', 'best', 'drink', 'ever', 'hungover']"
1032,1173307345763491840,RyanBaldiFW,2019-09-15 18:47:24,8714,754,"['spoke', 'means', 'play', 'heres', 'told']","['spoke', 'mean', 'play', 'here', 'told']","['spoke', 'mean', 'play', 'here', 'told']"
1033,1173308018609573889,David Lloyd,2019-09-15 18:50:05,63,194,"['sport', 'took', 'totally', 'surprise']","['sport', 'took', 'total', 'surpris']","['sport', 'took', 'totally', 'surprise']"
1036,1173114218876428288,omarayala9_,2019-09-15 05:59:59,61,66,"['bitches', 'wear', 'knee', 'braces', 'even', 'play', 'sport']","['bitch', 'wear', 'knee', 'brace', 'even', 'play', 'sport']","['bitch', 'wear', 'knee', 'brace', 'even', 'play', 'sport']"
1037,1173263235723747333,kchandley7,2019-09-15 15:52:08,591,699,"['honestly', 'garlic', 'football', 'worst', 'sport', 'ever', 'like', 'anti']","['honestli', 'garlic', 'footbal', 'worst', 'sport', 'ever', 'like', 'anti']","['honestly', 'garlic', 'football', 'worst', 'sport', 'ever', 'like', 'anti']"
1038,1173308009260441606,Henk-Willem Laan,2019-09-15 18:50:03,443,619,"['sport', 'toppers']","['sport', 'topper']","['sport', 'topper']"
1039,1172920096207097861,deletedbyMPs,2019-09-14 17:08:37,14180,27,"['mp', 'whack', 'sturgeon', 'sport', 'could', 'definitely', 'get', 'behind']","['mp', 'whack', 'sturgeon', 'sport', 'could', 'definit', 'get', 'behind']","['mp', 'whack', 'sturgeon', 'sport', 'could', 'definitely', 'get', 'behind']"
1040,1173308006630645760,Eternal Dragon,2019-09-15 18:50:02,578,266,"['exactly', 'would', 'got', 'rushed', 'imagine', 'game', 'sport', 'event', 'oh', 'decided', 'throw', 'shit', 'pitch', 'throw', 'bit', 'league', 'football', 'match']","['exactli', 'would', 'got', 'rush', 'imagin', 'game', 'sport', 'event', 'oh', 'decid', 'throw', 'shit', 'pitch', 'throw', 'bit', 'leagu', 'footbal', 'match']","['exactly', 'would', 'got', 'rushed', 'imagine', 'game', 'sport', 'event', 'oh', 'decided', 'throw', 'shit', 'pitch', 'throw', 'bit', 'league', 'football', 'match']"
1046,1173307992806232064,Alan D Dupas,2019-09-15 18:49:59,572,2448,"['man', 'agreed', 'one', 'thing', 'new', 'contract', 'co', 'might', 'like']","['man', 'agre', 'one', 'thing', 'new', 'contract', 'co', 'might', 'like']","['man', 'agreed', 'one', 'thing', 'new', 'contract', 'co', 'might', 'like']"
1048,1173307971654127616,Megami Yuwakune,2019-09-15 18:49:54,365,454,"['love', 'sport', 'especially', 'one', 'practice', 'bed']","['love', 'sport', 'especi', 'one', 'practic', 'bed']","['love', 'sport', 'especially', 'one', 'practice', 'bed']"
1049,1173307970232434689,el Gordo Beisbol Academy,2019-09-15 18:49:53,0,14,"['decided', 'give', 'sport', 'loved', 'much', 'hate', 'twitter', 'suggestions', 'next', 'endeavor', 'also', 'someone', 'please', 'follow', 'anyone', 'girls', 'wont', 'event', 'follow', 'lone', 'son', 'said', 'tool', 'whatever', 'means']","['decid', 'give', 'sport', 'love', 'much', 'hate', 'twitter', 'suggest', 'next', 'endeavor', 'also', 'someon', 'pleas', 'follow', 'anyon', 'girl', 'wont', 'event', 'follow', 'lone', 'son', 'said', 'tool', 'whatev', 'mean']","['decided', 'give', 'sport', 'loved', 'much', 'hate', 'twitter', 'suggestion', 'next', 'endeavor', 'also', 'someone', 'please', 'follow', 'anyone', 'girl', 'wont', 'event', 'follow', 'lone', 'son', 'said', 'tool', 'whatever', 'mean']"
1051,1173307957565693952,Tinashe Mutsungi Shoko ,2019-09-15 18:49:50,1362,2328,"['manager', 'holds', 'world', 'record', 'coaching', 'teams', 'countries', 'across', 'five', 'continents', 'died', 'aged']","['manag', 'hold', 'world', 'record', 'coach', 'team', 'countri', 'across', 'five', 'contin', 'die', 'age']","['manager', 'hold', 'world', 'record', 'coaching', 'team', 'country', 'across', 'five', 'continent', 'died', 'aged']"
